,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,winner,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff
503,2014,Massachusetts,6,64,64,Tennessee,11,16,13.6,96.1,109.7,3.6,0.821,27.037,24.043,75.0,1.057,105.606,76.647,22.6,109.7,96.1,0.4,0.923,70.938,27.83,62.5,1.116,111.688,78.128,0,-9.000000000000002,-13.600000000000009,13.600000000000009,3.2,-0.10200000000000009,-43.901,-3.786999999999999,12.5,-0.05900000000000016,-6.082000000000008,-1.4809999999999945
504,2014,Duke,3,64,64,Mercer,14,32,28.3,97.8,126.1,6.5,0.949,86.76,30.879,76.47059,1.198,119.916,77.872,7.4,126.1,97.8,-2.8,0.693,2.917,11.039,74.19355,1.126,113.08,77.465,0,20.9,-28.299999999999997,28.299999999999997,9.3,0.256,83.843,19.840000000000003,2.2770399999999995,0.07200000000000006,6.8359999999999985,0.4069999999999965
505,2014,Texas,7,32,64,Arizona St.,10,64,15.7,95.1,110.8,3.6,0.853,66.138,29.843,69.69697,1.063,106.37,76.477,14.4,110.8,95.1,1.2,0.834,30.871,27.225,65.625,1.067,107.019,77.424,1,1.299999999999999,-15.700000000000003,15.700000000000003,2.4000000000000004,0.019000000000000017,35.26700000000001,2.6179999999999986,4.071969999999993,-0.0040000000000000036,-0.6490000000000009,-0.9470000000000027
506,2014,Michigan,2,8,64,Wofford,15,64,23.3,99.7,123.0,7.7,0.918,71.641,36.032,75.75758,1.171,117.142,77.218,-3.1,123.0,99.7,-6.5,0.413,1.02,12.999,58.62069,1.043,104.578,75.689,1,26.400000000000002,-23.299999999999997,23.299999999999997,14.2,0.5050000000000001,70.62100000000001,23.032999999999994,17.13689,0.1280000000000001,12.563999999999993,1.5290000000000106
507,2014,Florida,1,4,32,Pittsburgh,9,32,27.1,88.8,115.9,11.7,0.955,69.322,29.067,94.11765,1.114,111.583,77.511,22.7,115.9,88.8,4.1,0.923,74.729,27.298,73.52941,1.133,112.86,77.463,1,4.400000000000002,-27.10000000000001,27.10000000000001,7.6,0.03199999999999992,-5.4069999999999965,1.769000000000002,20.58824,-0.018999999999999906,-1.277000000000001,0.04800000000000182
508,2014,Stephen F. Austin,12,32,32,UCLA,4,16,10.2,100.6,110.8,1.7,0.752,0.2,7.349,93.54839,1.16,116.078,75.226,21.6,110.8,100.6,4.5,0.91,82.764,25.87,76.47059,1.155,115.426,78.78,0,-11.400000000000002,-10.200000000000003,10.200000000000003,-2.8,-0.15800000000000003,-82.564,-18.521,17.077799999999996,0.004999999999999893,0.652000000000001,-3.554000000000002
509,2014,Dayton,11,8,32,Syracuse,3,32,12.6,100.6,113.2,0.6,0.795,40.971,21.556,69.69697,1.109,110.764,76.824,21.8,113.2,100.6,7.9,0.918,87.563,28.889,84.375,1.119,111.717,78.485,1,-9.200000000000001,-12.600000000000009,12.600000000000009,-7.300000000000001,-0.123,-46.592000000000006,-7.332999999999998,-14.678030000000007,-0.010000000000000009,-0.953000000000003,-1.6610000000000014
510,2014,Stanford,10,16,32,Kansas,2,32,14.7,97.8,112.5,1.1,0.834,73.42,28.957,63.63636,1.091,108.976,78.449,24.7,112.5,97.8,6.9,0.934,89.062,35.326,72.72727,1.149,115.053,77.614,1,-10.0,-14.700000000000003,14.700000000000003,-5.800000000000001,-0.10000000000000009,-15.641999999999996,-6.369,-9.090910000000001,-0.05800000000000005,-6.076999999999998,0.8349999999999937
511,2014,Virginia,1,16,32,Memphis,8,32,24.8,88.4,113.2,8.2,0.945,71.947,30.369,82.35294,1.086,108.671,78.348,16.1,113.2,88.4,2.8,0.855,69.609,28.502,70.96774,1.081,107.885,76.699,1,8.7,-24.799999999999997,24.799999999999997,5.3999999999999995,0.08999999999999997,2.338000000000008,1.8670000000000009,11.385199999999998,0.0050000000000001155,0.7860000000000014,1.649000000000001
512,2014,Harvard,12,32,32,Michigan St.,4,8,16.3,95.1,111.4,2.2,0.861,23.108,13.951,86.2069,1.119,111.823,76.561,23.6,111.4,95.1,6.9,0.928,82.535,32.172,76.47059,1.137,113.386,77.073,0,-7.300000000000001,-16.30000000000001,16.30000000000001,-4.7,-0.06700000000000006,-59.42699999999999,-18.220999999999997,9.736310000000003,-0.018000000000000016,-1.5630000000000024,-0.5119999999999862
513,2014,North Carolina,6,32,32,Iowa St.,3,16,17.8,93.9,111.7,4.2,0.88,85.624,30.458,71.875,1.082,107.984,77.277,19.8,111.7,93.9,7.5,0.895,47.303,31.563,78.78788,1.131,113.458,76.666,0,-2.0,-17.799999999999997,17.799999999999997,-3.3,-0.015000000000000013,38.321,-1.1050000000000004,-6.912880000000001,-0.04899999999999993,-5.474000000000004,0.6110000000000042
514,2014,Connecticut,7,1,32,Villanova,2,32,18.8,92.8,111.6,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,23.3,111.6,92.8,8.3,0.929,68.549,27.216,87.5,1.142,114.183,77.532,1,-4.5,-18.799999999999997,18.799999999999997,-3.6000000000000005,-0.03600000000000003,-9.116000000000007,-0.10000000000000142,-11.029409999999999,-0.05599999999999983,-5.970000000000013,0.010000000000005116
515,2014,Arizona,1,8,32,Gonzaga,8,32,28.3,86.7,115.0,9.4,0.963,82.869,28.319,88.23529,1.121,112.267,77.558,20.7,115.0,86.7,4.0,0.908,47.31,19.867,81.81818,1.14,113.905,76.999,1,7.600000000000001,-28.299999999999997,28.299999999999997,5.4,0.05499999999999994,35.559,8.451999999999998,6.417110000000008,-0.018999999999999906,-1.6380000000000052,0.5590000000000117
516,2014,North Dakota St.,12,32,32,San Diego St.,4,16,9.9,104.9,114.8,0.2,0.738,6.109,14.3,78.57143,1.166,116.89,77.811,17.8,114.8,104.9,6.0,0.887,55.124,22.259,87.09677,1.07,106.932,78.555,0,-7.9,-9.899999999999991,9.899999999999991,-5.8,-0.14900000000000002,-49.015,-7.959,-8.52534,0.09599999999999986,9.957999999999998,-0.7439999999999998
517,2014,Baylor,6,16,32,Creighton,3,32,17.0,101.1,118.1,3.1,0.857,51.342,30.866,66.66667,1.138,114.101,77.66,26.1,118.1,101.1,5.6,0.935,27.104,26.415,78.78788,1.214,121.422,76.528,1,-9.100000000000001,-17.0,17.0,-2.4999999999999996,-0.07800000000000007,24.238,4.4510000000000005,-12.121210000000005,-0.07600000000000007,-7.320999999999998,1.1319999999999908
518,2014,Oregon,7,32,32,Wisconsin,2,4,16.7,100.6,117.3,2.6,0.854,58.907,25.655,71.875,1.147,114.697,75.908,25.3,117.3,100.6,7.9,0.936,66.98,32.853,78.78788,1.152,115.242,76.946,0,-8.600000000000001,-16.700000000000003,16.700000000000003,-5.300000000000001,-0.08200000000000007,-8.073000000000008,-7.198,-6.912880000000001,-0.004999999999999893,-0.5450000000000017,-1.0379999999999967
519,2014,Wichita St.,1,32,32,Kentucky,8,2,22.0,93.5,115.5,8.1,0.919,8.712,15.817,100.0,1.158,115.962,76.437,20.2,115.5,93.5,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,0,1.8000000000000007,-22.0,22.0,4.199999999999999,0.018000000000000016,-84.42699999999999,-13.683,29.41176,0.03399999999999981,3.6509999999999962,-2.8659999999999997
520,2014,Saint Louis,5,32,32,Louisville,4,16,15.4,90.0,105.4,3.8,0.86,14.572,21.668,80.64516,1.032,103.028,76.18,31.0,105.4,90.0,5.3,0.97,58.072,21.304,85.29412,1.188,118.693,76.472,0,-15.6,-15.400000000000006,15.400000000000006,-1.5,-0.10999999999999999,-43.5,0.36400000000000077,-4.648960000000002,-0.15599999999999992,-15.664999999999992,-0.2919999999999874
521,2014,Tennessee,11,16,32,Mercer,14,32,22.6,93.6,116.2,0.4,0.923,70.938,27.83,62.5,1.116,111.688,78.128,7.4,116.2,93.6,-2.8,0.693,2.917,11.039,74.19355,1.126,113.08,77.465,1,15.200000000000001,-22.60000000000001,22.60000000000001,3.1999999999999997,0.2300000000000001,68.021,16.790999999999997,-11.693550000000002,-0.009999999999999787,-1.391999999999996,0.6629999999999967
522,2014,Texas,7,32,32,Michigan,2,8,15.7,95.1,110.8,3.6,0.853,66.138,29.843,69.69697,1.063,106.37,76.477,23.3,110.8,95.1,7.7,0.918,71.641,36.032,75.75758,1.171,117.142,77.218,0,-7.600000000000001,-15.700000000000003,15.700000000000003,-4.1,-0.06500000000000006,-5.503,-6.1889999999999965,-6.060610000000011,-0.1080000000000001,-10.771999999999991,-0.7409999999999997
523,2014,Florida,1,4,16,UCLA,4,16,27.1,88.8,115.9,11.7,0.955,69.322,29.067,94.11765,1.114,111.583,77.511,21.6,115.9,88.8,4.5,0.91,82.764,25.87,76.47059,1.155,115.426,78.78,1,5.5,-27.10000000000001,27.10000000000001,7.199999999999999,0.04499999999999993,-13.441999999999993,3.196999999999999,17.647059999999996,-0.040999999999999925,-3.8430000000000035,-1.2690000000000055
524,2014,Dayton,11,8,16,Stanford,10,16,12.6,100.6,113.2,0.6,0.795,40.971,21.556,69.69697,1.109,110.764,76.824,14.7,113.2,100.6,1.1,0.834,73.42,28.957,63.63636,1.091,108.976,78.449,1,-2.0999999999999996,-12.600000000000009,12.600000000000009,-0.5000000000000001,-0.038999999999999924,-32.449000000000005,-7.401,6.06060999999999,0.018000000000000016,1.7879999999999967,-1.625
525,2014,Virginia,1,16,16,Michigan St.,4,8,24.8,88.4,113.2,8.2,0.945,71.947,30.369,82.35294,1.086,108.671,78.348,23.6,113.2,88.4,6.9,0.928,82.535,32.172,76.47059,1.137,113.386,77.073,0,1.1999999999999993,-24.799999999999997,24.799999999999997,1.299999999999999,0.016999999999999904,-10.587999999999994,-1.8029999999999973,5.882350000000002,-0.050999999999999934,-4.714999999999989,1.2750000000000057
526,2014,Iowa St.,3,16,16,Connecticut,7,1,19.8,96.8,116.6,7.5,0.895,47.303,31.563,78.78788,1.131,113.458,76.666,18.8,116.6,96.8,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,0,1.0,-19.799999999999997,19.799999999999997,2.8,0.0020000000000000018,-12.130000000000003,4.446999999999999,2.31729,0.04499999999999993,5.2450000000000045,-0.8760000000000048
527,2014,Arizona,1,8,16,San Diego St.,4,16,28.3,86.7,115.0,9.4,0.963,82.869,28.319,88.23529,1.121,112.267,77.558,17.8,115.0,86.7,6.0,0.887,55.124,22.259,87.09677,1.07,106.932,78.555,1,10.5,-28.299999999999997,28.299999999999997,3.4000000000000004,0.07599999999999996,27.744999999999997,6.059999999999999,1.1385199999999998,0.050999999999999934,5.334999999999994,-0.9969999999999999
528,2014,Baylor,6,16,16,Wisconsin,2,4,17.0,101.1,118.1,3.1,0.857,51.342,30.866,66.66667,1.138,114.101,77.66,25.3,118.1,101.1,7.9,0.936,66.98,32.853,78.78788,1.152,115.242,76.946,0,-8.3,-17.0,17.0,-4.800000000000001,-0.07900000000000007,-15.638000000000005,-1.9870000000000019,-12.121210000000005,-0.014000000000000012,-1.1410000000000053,0.7139999999999986
529,2014,Kentucky,8,2,16,Louisville,4,16,20.2,95.7,115.9,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,31.0,115.9,95.7,5.3,0.97,58.072,21.304,85.29412,1.188,118.693,76.472,1,-10.8,-20.200000000000003,20.200000000000003,-1.4,-0.06899999999999995,35.06699999999999,8.196000000000002,-14.705880000000008,-0.06399999999999983,-6.381999999999991,2.831000000000003
530,2014,Tennessee,11,16,16,Michigan,2,8,22.6,93.6,116.2,0.4,0.923,70.938,27.83,62.5,1.116,111.688,78.128,23.3,116.2,93.6,7.7,0.918,71.641,36.032,75.75758,1.171,117.142,77.218,0,-0.6999999999999993,-22.60000000000001,22.60000000000001,-7.3,0.0050000000000000044,-0.703000000000003,-8.201999999999998,-13.257580000000004,-0.05499999999999994,-5.4539999999999935,0.9099999999999966
531,2014,Florida,1,4,8,Dayton,11,8,27.1,88.8,115.9,11.7,0.955,69.322,29.067,94.11765,1.114,111.583,77.511,12.6,115.9,88.8,0.6,0.795,40.971,21.556,69.69697,1.109,110.764,76.824,1,14.500000000000002,-27.10000000000001,27.10000000000001,11.1,0.15999999999999992,28.351000000000006,7.510999999999999,24.420680000000004,0.0050000000000001155,0.8190000000000026,0.6869999999999976
532,2014,Michigan St.,4,8,8,Connecticut,7,1,23.6,94.8,118.4,6.9,0.928,82.535,32.172,76.47059,1.137,113.386,77.073,18.8,118.4,94.8,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,0,4.800000000000001,-23.60000000000001,23.60000000000001,2.2,0.03500000000000003,23.101999999999997,5.055999999999997,0.0,0.050999999999999934,5.173000000000002,-0.4690000000000083
533,2014,Arizona,1,8,8,Wisconsin,2,4,28.3,86.7,115.0,9.4,0.963,82.869,28.319,88.23529,1.121,112.267,77.558,25.3,115.0,86.7,7.9,0.936,66.98,32.853,78.78788,1.152,115.242,76.946,0,3.0,-28.299999999999997,28.299999999999997,1.5,0.026999999999999913,15.888999999999996,-4.5340000000000025,9.447410000000005,-0.030999999999999917,-2.9750000000000085,0.612000000000009
534,2014,Kentucky,8,2,8,Michigan,2,8,20.2,95.7,115.9,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,23.3,115.9,95.7,7.7,0.918,71.641,36.032,75.75758,1.171,117.142,77.218,1,-3.1000000000000014,-20.200000000000003,20.200000000000003,-3.8000000000000003,-0.017000000000000015,21.49799999999999,-6.5319999999999965,-5.169340000000005,-0.04699999999999993,-4.830999999999989,2.0849999999999937
535,2014,Florida,1,4,4,Connecticut,7,1,27.1,88.8,115.9,11.7,0.955,69.322,29.067,94.11765,1.114,111.583,77.511,18.8,115.9,88.8,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,0,8.3,-27.10000000000001,27.10000000000001,6.999999999999999,0.061999999999999944,9.889000000000003,1.9510000000000005,17.647059999999996,0.028000000000000025,3.3700000000000045,-0.03100000000000591
536,2014,Wisconsin,2,4,4,Kentucky,8,2,25.3,96.6,121.9,7.9,0.936,66.98,32.853,78.78788,1.152,115.242,76.946,20.2,121.9,96.6,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,0,5.100000000000001,-25.30000000000001,25.30000000000001,4.0,0.03500000000000003,-26.158999999999992,3.3530000000000015,8.199640000000002,0.027999999999999803,2.9309999999999974,-2.3569999999999993
537,2014,Connecticut,7,1,2,Kentucky,8,2,18.8,92.8,111.6,4.7,0.893,59.433,27.116,76.47059,1.086,108.213,77.542,20.2,111.6,92.8,3.9,0.901,93.139,29.5,70.58824,1.124,112.311,79.303,1,-1.3999999999999986,-18.799999999999997,18.799999999999997,0.8000000000000003,-0.008000000000000007,-33.705999999999996,-2.3840000000000003,5.882350000000002,-0.038000000000000034,-4.098000000000013,-1.7609999999999957
538,2013,Louisville,1,1,64,North Carolina A&T,16,64,29.1,83.5,112.6,9.0,0.969,70.481,31.558,85.29412,1.085,108.622,76.634,-5.0,112.6,83.5,-11.5,0.351,0.2,9.659,52.94118,0.92,92.0001,76.88,1,34.1,-29.099999999999994,29.099999999999994,20.5,0.618,70.28099999999999,21.899,32.352940000000004,0.16499999999999992,16.621899999999997,-0.2459999999999951
539,2013,Colorado St.,8,32,64,Missouri,9,64,18.1,97.4,115.5,1.9,0.877,33.913,23.522,74.19355,1.124,112.595,76.985,17.7,115.5,97.4,1.2,0.877,60.673,26.096,69.69697,1.109,111.014,77.549,1,0.40000000000000213,-18.099999999999994,18.099999999999994,0.7,0.0,-26.760000000000005,-2.5740000000000016,4.496580000000009,0.015000000000000124,1.581000000000003,-0.5640000000000072
540,2013,Oklahoma St.,5,64,64,Oregon,12,16,19.5,88.4,107.9,3.2,0.908,72.871,26.462,75.0,1.056,105.782,77.03,14.6,107.9,88.4,2.9,0.851,45.898,23.326,76.47059,1.024,102.319,77.391,0,4.9,-19.5,19.5,0.30000000000000027,0.05700000000000005,26.972999999999992,3.1359999999999992,-1.4705900000000014,0.03200000000000003,3.462999999999994,-0.3610000000000042
541,2013,Saint Louis,4,32,64,New Mexico St.,13,64,19.3,88.6,107.9,3.8,0.906,16.692,21.79,81.81818,1.055,106.054,76.625,7.9,107.9,88.6,-3.1,0.714,18.788,14.948,69.69697,1.034,103.371,78.345,1,11.4,-19.30000000000001,19.30000000000001,6.9,0.19200000000000006,-2.096,6.841999999999999,12.121210000000005,0.020999999999999908,2.683000000000007,-1.7199999999999989
542,2013,Memphis,6,32,64,Saint Mary's,11,64,16.5,90.8,107.3,4.5,0.872,72.385,18.445,88.23529,1.079,107.78,76.903,18.4,107.3,90.8,2.5,0.881,20.444,19.997,81.25,1.157,115.552,77.076,1,-1.8999999999999986,-16.5,16.5,2.0,-0.009000000000000008,51.941,-1.5519999999999996,6.985290000000006,-0.07800000000000007,-7.772000000000006,-0.1729999999999876
543,2013,Michigan St.,3,16,64,Valparaiso,14,64,21.3,89.1,110.4,6.7,0.922,87.215,37.025,75.0,1.053,105.282,77.449,10.1,110.4,89.1,-0.8,0.756,25.855,13.999,78.125,1.094,109.365,76.119,1,11.200000000000001,-21.30000000000001,21.30000000000001,7.5,0.16600000000000004,61.36,23.025999999999996,-3.125,-0.04100000000000015,-4.082999999999998,1.3299999999999983
544,2013,Creighton,7,32,64,Cincinnati,10,64,22.5,95.5,118.0,3.5,0.919,38.512,22.691,79.41176,1.158,115.805,76.553,17.0,118.0,95.5,1.7,0.884,45.606,29.557,66.66667,1.014,100.726,77.15,1,5.5,-22.5,22.5,1.8,0.03500000000000003,-7.094000000000001,-6.866,12.745090000000005,0.1439999999999999,15.079000000000008,-0.5970000000000084
545,2013,Duke,2,8,64,Albany,15,64,26.7,91.3,118.0,7.5,0.95,84.2,29.848,84.375,1.14,114.451,76.897,1.5,118.0,91.3,-4.5,0.543,0.2,11.678,70.58824,1.022,102.015,75.572,1,25.2,-26.700000000000003,26.700000000000003,12.0,0.4069999999999999,84.0,18.169999999999998,13.786760000000001,0.11799999999999988,12.435999999999993,1.3250000000000028
546,2013,Gonzaga,1,32,64,Southern,16,64,29.1,90.3,119.4,7.6,0.961,33.185,22.395,93.75,1.181,117.92,77.484,-1.4,119.4,90.3,-5.7,0.459,10.29,8.266,68.96552,1.019,101.742,76.733,1,30.5,-29.10000000000001,29.10000000000001,13.3,0.502,22.895000000000003,14.129,24.784480000000002,0.16200000000000014,16.177999999999997,0.7509999999999906
547,2013,Pittsburgh,8,64,64,Wichita St.,9,4,22.8,91.3,114.1,3.1,0.929,83.195,27.112,75.0,1.143,114.701,77.616,16.2,114.1,91.3,2.2,0.867,6.608,22.177,76.47059,1.072,107.139,76.494,0,6.600000000000001,-22.799999999999997,22.799999999999997,0.8999999999999999,0.062000000000000055,76.58699999999999,4.934999999999999,-1.4705900000000014,0.07099999999999995,7.561999999999998,1.1219999999999999
548,2013,Wisconsin,5,64,64,Mississippi,12,32,22.7,85.7,108.4,4.6,0.937,59.918,37.133,67.64706,1.052,105.017,76.855,13.8,108.4,85.7,1.6,0.824,66.788,21.197,76.47059,1.087,108.453,76.985,0,8.899999999999999,-22.700000000000003,22.700000000000003,2.9999999999999996,0.1130000000000001,-6.869999999999997,15.936000000000003,-8.823530000000005,-0.03499999999999992,-3.436000000000007,-0.12999999999999545
549,2013,Kansas St.,4,64,64,La Salle,13,16,18.4,93.7,112.1,5.4,0.887,59.851,29.676,78.78788,1.078,107.869,76.236,14.3,112.1,93.7,0.3,0.833,25.678,23.333,70.0,1.072,107.345,75.618,0,4.099999999999998,-18.39999999999999,18.39999999999999,5.1000000000000005,0.05400000000000005,34.173,6.343,8.787880000000001,0.006000000000000005,0.5240000000000009,0.6180000000000092
550,2013,Arizona,6,16,64,Belmont,11,64,20.6,92.4,113.0,4.6,0.91,89.719,26.545,78.125,1.089,108.948,78.072,14.0,113.0,92.4,0.1,0.83,12.834,15.327,80.0,1.123,112.45,76.268,1,6.600000000000001,-20.599999999999994,20.599999999999994,4.5,0.08000000000000007,76.88499999999999,11.218000000000002,-1.875,-0.03400000000000003,-3.5020000000000095,1.804000000000002
551,2013,New Mexico,3,64,64,Harvard,14,32,15.8,90.6,106.4,6.9,0.864,28.854,25.971,85.29412,1.034,103.444,77.792,5.9,106.4,90.6,-2.6,0.659,23.885,17.558,66.66667,1.065,106.623,76.611,0,9.9,-15.800000000000011,15.800000000000011,9.5,0.20499999999999996,4.968999999999998,8.413,18.62745000000001,-0.030999999999999917,-3.179000000000002,1.1809999999999974
552,2013,Notre Dame,7,64,64,Iowa St.,10,32,18.2,96.3,114.5,3.9,0.88,75.953,29.503,73.52941,1.104,110.33,78.265,17.0,114.5,96.3,0.7,0.862,48.784,27.483,66.66667,1.116,111.897,76.7,0,1.1999999999999993,-18.200000000000003,18.200000000000003,3.2,0.018000000000000016,27.169000000000004,2.0199999999999996,6.862740000000002,-0.01200000000000001,-1.5670000000000073,1.5649999999999977
553,2013,Ohio St.,2,8,64,Iona,15,64,24.1,89.3,113.4,7.2,0.94,82.682,34.432,78.78788,1.086,108.622,77.557,8.8,113.4,89.3,-5.9,0.716,22.901,15.075,60.60606,1.119,112.06,75.374,1,15.3,-24.10000000000001,24.10000000000001,13.100000000000001,0.22399999999999998,59.781000000000006,19.357000000000003,18.181820000000002,-0.03299999999999992,-3.4380000000000024,2.183000000000007
554,2013,Kansas,1,16,64,Western Kentucky,16,64,26.3,86.0,112.3,7.5,0.956,78.41,27.947,85.29412,1.099,109.623,78.243,-1.1,112.3,86.0,-8.4,0.468,19.116,14.863,55.88235,0.998,100.071,76.514,1,27.400000000000002,-26.299999999999997,26.299999999999997,15.9,0.48799999999999993,59.294,13.084,29.411770000000004,0.10099999999999998,9.552000000000007,1.7289999999999992
555,2013,North Carolina,8,32,64,Villanova,9,64,17.2,93.5,110.7,2.5,0.875,89.557,29.188,69.69697,1.062,106.13,77.731,13.8,110.7,93.5,0.3,0.835,73.986,32.168,59.375,0.988,98.7296,78.351,1,3.3999999999999986,-17.200000000000003,17.200000000000003,2.2,0.040000000000000036,15.570999999999998,-2.9800000000000004,10.321969999999993,0.07400000000000007,7.4003999999999905,-0.6200000000000045
556,2013,VCU,5,32,64,Akron,12,64,21.4,92.0,113.4,2.6,0.917,39.731,22.954,76.47059,1.116,111.348,76.743,11.6,113.4,92.0,0.3,0.793,28.109,14.733,80.64516,1.067,106.661,77.857,1,9.799999999999999,-21.400000000000006,21.400000000000006,2.3000000000000003,0.124,11.622,8.221,-4.174570000000003,0.049000000000000155,4.686999999999998,-1.1140000000000043
557,2013,Michigan,4,2,64,South Dakota St.,13,64,25.4,95.0,120.4,6.2,0.939,74.354,32.68,78.125,1.157,115.602,77.272,5.8,120.4,95.0,-3.2,0.651,8.145,13.855,70.96774,1.121,112.436,77.542,1,19.599999999999998,-25.400000000000006,25.400000000000006,9.4,0.2879999999999999,66.209,18.825,7.157259999999994,0.03600000000000003,3.165999999999997,-0.269999999999996
558,2013,UCLA,6,64,64,Minnesota,11,32,15.9,95.0,110.9,3.3,0.856,92.53,26.831,73.52941,1.059,105.896,78.449,20.7,110.9,95.0,2.1,0.912,46.837,34.85,62.5,1.076,107.623,77.26,0,-4.799999999999999,-15.900000000000006,15.900000000000006,1.1999999999999997,-0.05600000000000005,45.693,-8.019000000000002,11.029409999999999,-0.017000000000000126,-1.7270000000000039,1.188999999999993
559,2013,Florida,3,8,64,Northwestern St.,14,64,32.0,85.6,117.6,4.1,0.975,74.049,24.664,78.78788,1.143,114.451,77.119,3.0,117.6,85.6,-3.2,0.583,0.2,12.973,70.37037,1.06,105.923,76.206,1,29.0,-32.0,32.0,7.3,0.392,73.849,11.691,8.417510000000007,0.08299999999999996,8.527999999999992,0.9129999999999967
560,2013,San Diego St.,7,32,64,Oklahoma,10,64,16.8,88.7,105.5,0.4,0.88,33.671,25.928,66.66667,1.024,102.521,77.537,14.4,105.5,88.7,0.3,0.835,58.608,27.937,64.51613,1.055,105.529,77.043,1,2.4000000000000004,-16.799999999999997,16.799999999999997,0.10000000000000003,0.04500000000000004,-24.936999999999998,-2.0090000000000003,2.1505399999999923,-0.030999999999999917,-3.0079999999999956,0.4939999999999998
